     K07C05Q* C2007 02 07.49635 11 49 50.52 +31 33 20.5          19.8 Vrt8801G96
     K07C05Q  C2007 04 22.38672 14 22 14.99 -01 31 45.7                ov0725693
     K07C05Q  C2007 04 22.38991 14 22 14.98 -01 31 54.9          18.4 Rov0725693
     K07C05Q  C2007 04 22.93183 14 22 27.03 -01 58 13.0          18.5 Vcu8132595
     K07C05Q  C2007 04 22.95568 14 22 27.01 -01 59 21.9          18.6 Vcu8132595
     K07C05Q  C2007 04 26.26679 14 23 20.23 -04 33 35.0                ov0725693
     K07C05Q  C2007 04 26.26999 14 23 20.21 -04 33 43.8                ov0725693
     K07C05Q  C2007 04 26.27212 14 23 20.19 -04 33 49.4          18.7 Rov0725693
     K07C05Q  C2007 04 27.34334 14 23 32.89 -05 21 47.2          18.2 Rru8132H45
     K07C05Q  C2007 04 27.34520 14 23 32.87 -05 21 50.9          18.3 Rru8132H45
     K07C05Q  C2007 04 27.34730 14 23 32.86 -05 21 57.0          18.3 Rru8132H45
     K07C05Q  C2007 04 27.34823 14 23 32.85 -05 21 59.8          18.5 Rru8132H45
     K07C05Q  C2007 04 27.34971 14 23 32.86 -05 22 03.1          18.3 Rru8132H45
     K07C05Q  C2007 04 27.35106 14 23 32.83 -05 22 07.1          18.2 Rru8132H45
     K07C05Q  C2007 05 10.90006 14 26 44.32 -13 49 28.5                ov0725511
     K07C05Q  C2007 05 10.90378 14 26 44.33 -13 49 36.8                ov0725511
     K07C05Q  C2007 05 10.90698 14 26 44.31 -13 49 42.8                ov0725511
     K07C05Q  C2007 05 10.91074 14 26 44.34 -13 49 49.2                ov0725511
     K07C05Q  C2007 05 10.91472 14 26 44.35 -13 49 56.5                ov0725511
     K07C05Q  C2007 05 10.91797 14 26 44.39 -13 50 03.0                ov0725511
     K07C05Q  C2007 05 10.92139 14 26 44.37 -13 50 08.8                ov0725511
